module	kind	svg	num	flag	method	score	ocr	draft_ref
resource_as_realized_characterized	mim	mimexpg1.svg	9	check	fuzzy-local-schema	93.5	Resource_property_assignment t_mim	Resource_property_assignment_mim.short_listing
resource_as_realized_characterized	mim	mimexpg3.svg	2	check	qualified-fuzzy	96.2	action schema.action_resourcs _relationship	action_schema.action_resource_relationship
resource_item_characterized	mim	mimexpg2.svg	11	check	fuzzy-local-name	92.5	(EX) *resource_item_security_classiflcation_item	Resource_item_characterized_mim.resource_item_security_classification_item
resource_item_characterized	mim	mimexpg7.svg	6	check	fuzzy-local-name	91.4	(EX) *resouroe_item_attribute_language_item	Resource_item_characterized_mim.resource_item_attribute_language_item
resource_management	arm	armexpg2.svg	2	check	qualified-fuzzy	95.8	Location_assignment_arm.location_asslgnment_select	Location_assignment_arm.location_assignment_select
resource_management	arm	armexpg2.svg	12	check	fuzzy-local-name	86.8	Managed_resource_by_referer	Resource_management_arm.Managed_resource_by_reference
resource_management	mim	mimexpg1.svg	3	check	fuzzy-local-concat	71.0	actlon schema	action_schema.action
resource_management_characterized	arm	armexpg1.svg	11	check	fuzzy-local-schema	93.3	Resource_property_assignment_am	Resource_property_assignment_arm.required_am_arms
resource_management_characterized	arm	armexpg3.svg	3	check	fuzzy-local-concat	94.1	Justificatlon_arm.justification item	Justification_arm.justification_item
resource_management_characterized	mim	mimexpg1.svg	13	check	fuzzy-local-schema	93.3	Process_property_assignment t_mim	Process_property_assignment_mim.short_listing
resource_management_characterized	mim	mimexpg3.svg	10	check	fuzzy-local-name	94.4	(EX) *resource_management_ t_organization_item	Resource_management_characterized_mim.resource_management_organization_item
resource_management_characterized	mim	mimexpg4.svg	5	check	fuzzy-local-concat	95.4	Attribute_classifcation_mim.attribute_classification item	Attribute_classification_mim.attribute_classification_item
risk	mim	mimexpg3.svg	11	check	fuzzy-local-name	93.0	risk evaluation linputs	Risk_mim.risk_evaluation_inputs
risk_definition	arm	armexpg1.svg	5	check	fuzzy-local-schema	91.2	Activity_method_asslgnment_arm	Activity_method_assignment_arm.required_am_arms
risk_definition	arm	armexpg3.svg	4	check	fuzzy-local-concat	95.1	Process_property_assignment t_arm. Activity_property_representation	Process_property_assignment_arm.Activity_property_representation
risk_definition	arm	armexpg4.svg	4	check	fuzzy-local-concat	93.6	Properly_assignment arm. property_ assignment select	Property_assignment_arm.property_assignment_select
risk_management	arm	armexpg1.svg	6	check	fuzzy-local-schema	93.3	ldentification relationship arm	Identification_relationship_arm.required_am_arms
same_as_external_item	arm	armexpg1.svg	1	check	fuzzy-local-schema	84.4	Same_as_ extemal item_arm	Same_as_external_item_arm.required_am_arms
same_as_external_item	arm	armexpg1.svg	2	check	fuzzy-local-schema	85.7	Extemal_source_arm	External_source_arm.required_am_arms
same_as_external_item	arm	armexpg2.svg	1	check	qualified-fuzzy	88.9	External_source_arm.Extemal source	External_source_arm.External_source
scan_data_3d_shape	arm	armexpg1.svg	1	check	fuzzy-local-schema	94.5	Foundation_ representation _am	Foundation_representation_arm.required_am_arms
scan_data_3d_shape	arm	armexpg1.svg	2	check	fuzzy-local-schema	85.0	Scan_data_3d_shape_amm	Scan_data_3d_shape_arm.required_am_arms
scan_data_3d_shape	arm	armexpg1.svg	3	check	fuzzy-local-schema	90.9	Elemental geometric_shape_amm	Elemental_geometric_shape_arm.required_am_arms
scan_data_3d_shape	arm	armexpg2.svg	3	check	fuzzy-local-concat	94.6	Foundationrepresentation_ammRepresentation item	Foundation_representation_arm.Representation_item
scan_data_3d_shape	arm	armexpg2.svg	4	check	fuzzy-local-concat	92.9	Elemental geometric_shape_ammGeometric model	Elemental_geometric_shape_arm.Geometric_model
scan_data_3d_shape	arm	armexpg2.svg	5	check	fuzzy-local-concat	93.1	Elemental geometric shape ammDetailed geometric model element	Elemental_geometric_shape_arm.Detailed_geometric_model_element
scan_data_3d_shape	arm	armexpg2.svg	7	check	fuzzy-local-concat	93.0	Elemental geometric shape amAxis placement_3d	Elemental_geometric_shape_arm.Axis_placement_3d
scan_data_3d_shape	arm	armexpg2.svg	13	check	fuzzy-local-name	91.5	*Point_cloud_dataset_with_nomals	Scan_data_3d_shape_arm.Point_cloud_dataset_with_normals
scan_data_3d_shape	arm	armexpg2.svg	18	check	fuzzy-local-name	92.8	*Point _cloud_dataset_with _intensitties	Scan_data_3d_shape_arm.Point_cloud_dataset_with_intensities
schedule	arm	armexpg1.svg	3	check	fuzzy-local-schema	92.6	Attribute classificatlon arm	Attribute_classification_arm.required_am_arms
schedule	arm	armexpg1.svg	16	check	fuzzy-local-schema	84.4	Same_ as_ extemal item_arm	Same_as_external_item_arm.required_am_arms
schedule	mim	mimexpg1.svg	16	check	fuzzy-local-schema	84.4	Same_as_extemal_item_mim	Same_as_external_item_mim.short_listing
schematic_and_symbolization	arm	armexpg1.svg	4	check	fuzzy-local-schema	91.7	Symb olization_by_schematic_elenent_arm	Symbolization_by_schematic_element_arm.required_am_arms
schematic_and_symbolization	arm	armexpg1.svg	6	check	fuzzy-local-schema	92.7	External_iten_identification_assignm ent_arm	External_item_identification_assignment_arm.required_am_arms
schematic_and_symbolization	arm	armexpg2.svg	5	check	fuzzy-local-name	83.7	externally_identified_schematic_element	Schematic_and_symbolization_arm.externally_identified_schematic_element_definition
schematic_and_symbolization	mim	mimexpg1.svg	2	check	fuzzy-local-schema	90.9	schenatic_element_library_mim	Schematic_element_library_mim.short_listing
schematic_and_symbolization	mim	mimexpg1.svg	3	check	fuzzy-local-schema	90.0	schenatic_drawing_mim	Schematic_drawing_mim.short_listing
schematic_and_symbolization	mim	mimexpg2.svg	5	check	fuzzy-local-name	83.7	externally_identified_schematic_element	Schematic_and_symbolization_mim.externally_identified_schematic_element_definition
schematic_drawing	arm	armexpg1.svg	1	check	fuzzy-local-schema	90.0	Schematic elenent arm	Schematic_element_arm.required_am_arms
schematic_drawing	arm	armexpg2.svg	1	check	fuzzy-local-concat	93.6	Schematic elenent arm. S chematic element definition	Schematic_element_arm.Schematic_element_definition
schematic_drawing	mim	mimexpg1.svg	1	check	fuzzy-local-schema	90.0	schematic elenent mim	Schematic_element_mim.short_listing
schematic_drawing	mim	mimexpg2.svg	1	check	fuzzy-local-concat	90.5	schenatic_elenent_mim. schematic_elemnent definition	Schematic_element_mim.schematic_element_definition
schematic_element	arm	armexpg1.svg	1	check	fuzzy-local-schema	90.0	Schematic_elenent_arm	Schematic_element_arm.required_am_arms
schematic_element	arm	armexpg2.svg	2	check	fuzzy-local-name	92.7	Comp osition_of schenatic_element_occ urrenc e	Schematic_element_arm.Composition_of_schematic_element_occurrence
schematic_element	arm	armexpg2.svg	13	check	fuzzy-local-concat	75.5	Draughting_ann otation_arm. Draughting_annotation occuirence	Draughting_annotation_arm.Annotation_subfigure
schematic_element	arm	armexpg2.svg	14	check	fuzzy-local-name	92.6	Schematic elenent occurrence	Schematic_element_arm.Schematic_element_occurrence
schematic_element	mim	mimexpg1.svg	1	check	fuzzy-local-schema	85.0	schenatic elenent_mim	Schematic_element_mim.short_listing
schematic_element	mim	mimexpg2.svg	2	check	fuzzy-local-name	92.7	comp osition_of schenatic_element_occ urrenc e	Schematic_element_mim.composition_of_schematic_element_occurrence
schematic_element	mim	mimexpg2.svg	3	check	fuzzy-local-name	92.5	definition_of schenatic_element_occurrence	Schematic_element_mim.definition_of_schematic_element_occurrence
schematic_element	mim	mimexpg2.svg	4	check	fuzzy-local-name	91.4	usage_of schenatic_element_occurrence	Schematic_element_mim.usage_of_schematic_element_occurrence
schematic_element	mim	mimexpg2.svg	6	check	qualified-fuzzy	85.7	representation sc hema. mapped_ itern	representation_schema.mapped_item
schematic_element	mim	mimexpg2.svg	7	check	fuzzy-local-name	92.6	schenatic_element_occ urrence	Schematic_element_mim.schematic_element_occurrence
schematic_element	mim	mimexpg2.svg	15	check	fuzzy-local-concat	95.7	presentation_organization_sch ena.presentati on_representation	presentation_organization_schema.presentation_representation
schematic_element_library	arm	armexpg1.svg	2	check	fuzzy-local-schema	92.7	Schematic_elemnent_arm	Schematic_element_arm.required_am_arms
schematic_element_library	arm	armexpg1.svg	3	check	fuzzy-local-schema	91.7	Symb olization_by_schenatic_element_arm	Symbolization_by_schematic_element_arm.required_am_arms
schematic_element_library	mim	mimexpg1.svg	1	check	fuzzy-local-schema	89.3	schernatic_element_library_mim	Schematic_element_library_mim.short_listing
schematic_element_library	mim	mimexpg1.svg	2	check	fuzzy-local-schema	85.0	schenatic_elenent_mim	Schematic_element_mim.short_listing
schematic_element_library	mim	mimexpg1.svg	3	check	fuzzy-local-schema	91.7	symbolization_by_schematic_elenent_mim	Symbolization_by_schematic_element_mim.short_listing
scheme	arm	armexpg2.svg	4	check	qualified-fuzzy	97.4	Person_organization_assignment arm.organizatiom _or_person_in_organization_item	Person_organization_assignment_arm.organization_or_person_in_organization_item
scheme	arm	armexpg3.svg	6	check	fuzzy-local-name	85.7	Scheme 1,1	Scheme_arm.Scheme
scheme	arm	armexpg3.svg	7	check	fuzzy-local-name	88.0	Scheme_entry 1,2	Scheme_arm.Scheme_entry
scheme	arm	armexpg3.svg	10	check	fuzzy-local-name	89.7	Scheme version 1,3	Scheme_arm.Scheme_version
scheme	mim	mimexpg1.svg	5	check	fuzzy-local-schema	91.3	Date_time_assignment_r _mim	Date_time_assignment_mim.short_listing
security_classification	mim	mimexpg2.svg	3	check	fuzzy-local-name	70.6	(EX) classification_item security	management_resources_schema.classification_assignment
selected_item	arm	armexpg1.svg	2	check	fuzzy-local-schema	92.9	Classiflcation _assignment arm	Classification_assignment_arm.required_am_arms
selected_item	arm	armexpg2.svg	3	check	fuzzy-local-concat	95.7	Classification_assignment t_arm. classification item	Classification_assignment_arm.classification_item
sequential_laminate_assembly_design	arm	armexpg1.svg	1	check	fuzzy-local-schema	93.0	Layered_interconnect_module_design_am	Layered_interconnect_module_design_arm.required_am_arms
sequential_laminate_assembly_design	arm	armexpg2.svg	1	check	fuzzy-local-name	88.2	istack or sub stack	Sequential_laminate_assembly_design_arm.stack_or_sub_stack
sequential_laminate_assembly_design	arm	armexpg2.svg	17	check	fuzzy-local-name	93.3	*Adjacent_stratum_suface_embedded_sequential_laminate_suface_definition	Sequential_laminate_assembly_design_arm.Adjacent_stratum_surface_embedded_sequential_laminate_surface_definition
sequential_laminate_assembly_design	arm	armexpg2.svg	18	check	fuzzy-local-name	93.5	*Sequential_laminate_assembly_rlationshp	Sequential_laminate_assembly_design_arm.Sequential_laminate_assembly_relationship
sequential_laminate_assembly_design	arm	armexpg2.svg	20	check	fuzzy-local-name	93.7	*Stackup_requirement_to_design_relationshp	Sequential_laminate_assembly_design_arm.Stackup_requirement_to_design_relationship
set_theory	mim	mimexpg1.svg	2	check	fuzzy-local-concat	78.9	set_t theory_schema	set_theory_schema.union
set_theory	mim	mimexpg2.svg	4	check	qualified-fuzzy	95.7	set_theory_schema.proper_suset	set_theory_schema.proper_subset
shape_appearance_layers	arm	armexpg1.svg	1	check	fuzzy-local-schema	92.0	Shape_appearance_layers_am	Shape_appearance_layers_arm.required_am_arms
shape_appearance_layers	arm	armexpg1.svg	2	check	fuzzy-local-schema	92.9	General_surface_appearance_am	General_surface_appearance_arm.required_am_arms
shape_appearance_layers	arm	armexpg1.svg	3	check	fuzzy-local-schema	85.7	Fill_area_style_amm	Fill_area_style_arm.required_am_arms
shape_appearance_layers	arm	armexpg1.svg	4	check	fuzzy-local-schema	89.5	Layer assignment_ amm	Layer_assignment_arm.required_am_arms
shape_appearance_layers	arm	armexpg1.svg	5	check	fuzzy-local-schema	91.7	Appearance_assignment amm	Appearance_assignment_arm.required_am_arms
shape_appearance_layers	arm	armexpg2.svg	1	check	fuzzy-local-name	84.6	sal_oveniding_style_ cortext	Shape_appearance_layers_arm.sal_overriding_style_context
shape_appearance_layers	arm	armexpg2.svg	2	check	fuzzy-local-name	86.5	appearance select isal	Appearance_assignment_arm.appearance_select
shape_appearance_layers	arm	armexpg2.svg	3	check	fuzzy-local-name	93.0	isal_appearance context	Shape_appearance_layers_arm.sal_appearance_context
shape_appearance_layers	arm	armexpg2.svg	4	check	fuzzy-local-concat	88.9	Fill_area_style_amm.Tile_style	Fill_area_style_arm.Tile_style
shape_appearance_layers	arm	armexpg2.svg	5	check	fuzzy-local-concat	93.6	Layer assignment amLayer	Layer_assignment_arm.Layer
shape_appearance_layers	arm	armexpg2.svg	7	check	fuzzy-local-concat	95.0	Appearanceassignmentam.appearance select	Appearance_assignment_arm.appearance_select
shape_appearance_layers	arm	armexpg2.svg	8	check	fuzzy-local-concat	95.1	Appearance assignment_am.appearance context	Appearance_assignment_arm.appearance_context
shape_appearance_layers	arm	armexpg2.svg	9	check	fuzzy-local-concat	89.3	Fill_area_style_amm.Hatch_style	Fill_area_style_arm.Hatch_style
shape_appearance_layers	arm	armexpg2.svg	10	check	fuzzy-local-concat	93.6	Layer assignment amLayer	Layer_assignment_arm.Layer
shape_appearance_layers	arm	armexpg2.svg	11	check	fuzzy-local-concat	91.3	Appearance_assignmentam.ovemiding style context	Appearance_assignment_arm.overriding_style_context
shape_appearance_layers	arm	armexpg2.svg	13	check	fuzzy-local-concat	93.3	General surface_appearance_amSuface_appearance	General_surface_appearance_arm.Surface_appearance
shape_appearance_layers	arm	armexpg2.svg	14	check	fuzzy-local-concat	87.7	Fill _area_style_amm.Solid_filarea_style	Fill_area_style_arm.Solid_fill_area_style
shape_appearance_layers	mim	mimexpg1.svg	1	check	fuzzy-local-schema	91.7	Appearance_assignment_min	Appearance_assignment_mim.short_listing
shape_appearance_layers	mim	mimexpg1.svg	2	check	fuzzy-local-schema	84.8	Fi area_style_mim	Fill_area_style_mim.short_listing
shape_appearance_layers	mim	mimexpg1.svg	3	check	fuzzy-local-schema	87.7	General_sutface_appearance_min	General_surface_appearance_mim.short_listing
shape_data_quality_criteria	arm	armexpg10.svg	10	check	fuzzy-local-name	91.7	(ABS) Inapt manifold_sollid_brep	Shape_data_quality_criteria_arm.Inapt_manifold_solid_brep
shape_data_quality_criteria	arm	armexpg2.svg	1	check	fuzzy-local-name	93.8	ishape_data_quality_assessment specification select	Shape_data_quality_criteria_arm.shape_data_quality_assessment_specification_select
shape_data_quality_criteria	arm	armexpg3.svg	3	check	fuzzy-local-name	88.9	1,17Shape_data_quality_assessment_by_numerical_est	Shape_data_quality_criteria_arm.Shape_data_quality_assessment_by_numerical_test
shape_data_quality_criteria	arm	armexpg3.svg	4	check	fuzzy-local-name	92.3	7,6Inapt_topology_and_geometry_relationship	Shape_data_quality_criteria_arm.Inapt_topology_and_geometry_relationship
shape_data_quality_criteria	arm	armexpg3.svg	10	check	fuzzy-local-name	89.8	9,1Inapt_manifold_solid_brep	Shape_data_quality_criteria_arm.Inapt_manifold_solid_brep
shape_data_quality_criteria	arm	armexpg3.svg	13	check	fuzzy-local-concat	93.2	Product_data quality_criteria am. Data quality _criterion	Product_data_quality_criteria_arm.Data_quality_criterion
shape_data_quality_criteria	arm	armexpg4.svg	17	check	fuzzy-local-name	94.1	*Inconsistent_suface_transition_code	Shape_data_quality_criteria_arm.Inconsistent_surface_transition_code
shape_data_quality_criteria	arm	armexpg4.svg	24	check	fuzzy-local-name	92.8	*Erroneous_b_spline_suface_definition	Shape_data_quality_criteria_arm.Erroneous_b_spline_surface_definition
shape_data_quality_criteria	arm	armexpg4.svg	27	check	fuzzy-local-name	89.7	*Solid_with_wrong_number_of_vods	Shape_data_quality_criteria_arm.Solid_with_wrong_number_of_voids
shape_data_quality_criteria	arm	armexpg5.svg	5	check	fuzzy-local-name	92.0	6. 8Multiply_defined_geometry	Shape_data_quality_criteria_arm.Multiply_defined_geometry
shape_data_quality_criteria	arm	armexpg5.svg	6	check	fuzzy-local-name	92.7	6, 7Overcomplex_geometry	Shape_data_quality_criteria_arm.Overcomplex_geometry
shape_data_quality_criteria	arm	armexpg5.svg	9	check	fuzzy-local-name	90.6	5, 11Nearly_degenerate_geometry	Shape_data_quality_criteria_arm.Nearly_degenerate_geometry
shape_data_quality_criteria	arm	armexpg5.svg	10	check	page-reference-numeric	90	2	Shape_data_quality_criteria_arm.10
shape_data_quality_criteria	arm	armexpg5.svg	14	check	fuzzy-local-name	93.6	*Self_intersecting_suface	Shape_data_quality_criteria_arm.Self_intersecting_surface
shape_data_quality_criteria	arm	armexpg5.svg	15	check	fuzzy-local-name	91.4	*Zero suface normal	Shape_data_quality_criteria_arm.Zero_surface_normal
shape_data_quality_criteria	arm	armexpg6.svg	1	check	fuzzy-local-name	88.9	1,17Shape_data_quality_assessment_by_numerical_est	Shape_data_quality_criteria_arm.Shape_data_quality_assessment_by_numerical_test
shape_data_quality_criteria	arm	armexpg6.svg	2	check	fuzzy-local-name	88.9	1,17 Shape_data_quality_assessment_by_numerical_est	Shape_data_quality_criteria_arm.Shape_data_quality_assessment_by_numerical_test
shape_data_quality_criteria	arm	armexpg6.svg	3	check	fuzzy-local-name	88.9	1,17Shape_data_quality_assessment_by_numerical_est	Shape_data_quality_criteria_arm.Shape_data_quality_assessment_by_numerical_test
shape_data_quality_criteria	arm	armexpg6.svg	4	check	fuzzy-local-name	88.4	1, 18 Shape_data_quality_assessment_by_logica_ test	Shape_data_quality_criteria_arm.Shape_data_quality_assessment_by_logical_test
shape_data_quality_criteria	arm	armexpg6.svg	5	check	fuzzy-local-name	88.9	1,17Shape_data_quality_assessment_by_numerical_est	Shape_data_quality_criteria_arm.Shape_data_quality_assessment_by_numerical_test
shape_data_quality_criteria	arm	armexpg6.svg	6	check	fuzzy-local-name	88.9	1,17 Shape_data_quality_assessment_by_numerical_est	Shape_data_quality_criteria_arm.Shape_data_quality_assessment_by_numerical_test
shape_data_quality_criteria	arm	armexpg6.svg	7	check	fuzzy-local-name	88.9	1,17Shape_data_quality_assessment_by_numerical_est	Shape_data_quality_criteria_arm.Shape_data_quality_assessment_by_numerical_test
shape_data_quality_criteria	arm	armexpg6.svg	10	check	fuzzy-local-name	88.9	1,17Shape_data_quality_assessment_by_numerical_est	Shape_data_quality_criteria_arm.Shape_data_quality_assessment_by_numerical_test
shape_data_quality_criteria	arm	armexpg6.svg	11	check	fuzzy-local-name	88.9	1,17Shape_data_quality_assessment_by_numerical_est	Shape_data_quality_criteria_arm.Shape_data_quality_assessment_by_numerical_test
shape_data_quality_criteria	arm	armexpg6.svg	23	check	fuzzy-local-name	95.5	(ABS) Discontinuous_geomettry	Shape_data_quality_criteria_arm.Discontinuous_geometry
shape_data_quality_criteria	arm	armexpg7.svg	5	check	page-reference-numeric	90	6 8	Shape_data_quality_criteria_arm.5
shape_data_quality_criteria	arm	armexpg8.svg	3	check	fuzzy-local-name	93.2	Topology_related_to_self_intersecting_geometry 8,	Shape_data_quality_criteria_arm.Topology_related_to_self_intersecting_geometry
shape_data_quality_criteria	arm	armexpg8.svg	12	check	fuzzy-local-name	91.7	*Face_suface_with_excessive patches_in_one_direction	Shape_data_quality_criteria_arm.Face_surface_with_excessive_patches_in_one_direction
shape_data_quality_criteria	arm	armexpg9.svg	3	check	fuzzy-local-name	88.4	1, 18 Shape_data_quality_assessment_by_logica_ test	Shape_data_quality_criteria_arm.Shape_data_quality_assessment_by_logical_test
shape_data_quality_criteria	arm	armexpg9.svg	5	check	fuzzy-local-name	88.9	1,17Shape_data_quality_assessment_by_numerical_est	Shape_data_quality_criteria_arm.Shape_data_quality_assessment_by_numerical_test
shape_data_quality_criteria	arm	armexpg9.svg	26	check	fuzzy-local-name	93.3	*Intersecting_connected_face_ses	Shape_data_quality_criteria_arm.Intersecting_connected_face_sets
shape_data_quality_criteria	mim	mimexpg1.svg	4	check	fuzzy-local-schema	90.7	Shape_data_quality_inspection_result_min	Shape_data_quality_inspection_result_mim.short_listing
shape_data_quality_inspection_result	arm	armexpg2.svg	1	check	fuzzy-local-name	90.3	3. 7location_of extreme value _select	Shape_data_quality_inspection_result_arm.location_of_extreme_value_select
shape_data_quality_inspection_result	arm	armexpg2.svg	3	check	fuzzy-local-name	91.5	2, 8inspected_shape_element_select	Shape_data_quality_inspection_result_arm.inspected_shape_element_select
shape_data_quality_inspection_result	arm	armexpg2.svg	7	check	fuzzy-local-concat	93.2	Product_data quality inspection result am. Data quality_inspection instance report_item	Product_data_quality_inspection_result_arm.Data_quality_inspection_instance_report_item
shape_data_quality_inspection_result	arm	armexpg2.svg	15	check	fuzzy-local-name	92.5	Shape_data_quality_inspection_instance_report_itm	Shape_data_quality_inspection_result_arm.Shape_data_quality_inspection_instance_report_item
shape_data_quality_inspection_result	arm	armexpg3.svg	3	check	fuzzy-local-name	91.5	(EX inspected_shape_element_select	Shape_data_quality_inspection_result_arm.inspected_shape_element_select
shape_data_quality_inspection_result	arm	armexpg3.svg	4	check	fuzzy-local-name	90.2	iclosed_or_open _shell_select	Shape_data_quality_inspection_result_arm.closed_or_open_shell_select
shape_data_quality_inspection_result	arm	armexpg3.svg	5	check	fuzzy-local-name	92.7	imeasured value_select	Shape_data_quality_inspection_result_arm.measured_value_select
shape_data_quality_inspection_result	arm	armexpg3.svg	8	check	qualified-fuzzy	95.2	Basic geometric_topology arm.Face suface	Basic_geometric_topology_arm.Face_surface
shape_data_quality_inspection_result	arm	armexpg3.svg	23	check	fuzzy-local-concat	90.6	B_spline_geometry_am. B spline curve	B_spline_geometry_arm.B_spline_curve
shape_data_quality_inspection_result	arm	armexpg3.svg	24	check	fuzzy-local-concat	91.2	Manifold_suiface_arm.Open_ shell	Manifold_surface_arm.Open_shell
shape_data_quality_inspection_result	arm	armexpg4.svg	2	check	fuzzy-local-name	91.9	5Boundary_curve_of_b_spline_or rectangular_composite_surface	Shape_data_quality_inspection_result_arm.Boundary_curve_of_b_spline_or_rectangular_composite_surface
shape_data_quality_inspection_result	arm	armexpg4.svg	3	check	fuzzy-local-name	91.5	2,8inspected_shape_element_select	Shape_data_quality_inspection_result_arm.inspected_shape_element_select
shape_data_quality_inspection_result	arm	armexpg4.svg	4	check	fuzzy-local-name	88.4	4.2B_spline_surface_strip	Shape_data_quality_inspection_result_arm.B_spline_surface_strip
shape_data_quality_inspection_result	arm	armexpg4.svg	5	check	fuzzy-local-name	86.5	4,6Point _on_edge_curve	Shape_data_quality_inspection_result_arm.Point_on_edge_curve
shape_data_quality_inspection_result	arm	armexpg4.svg	6	check	fuzzy-local-name	89.3	4.3B_spline_surface _knot_locator	Shape_data_quality_inspection_result_arm.B_spline_surface_knot_locator
shape_data_quality_inspection_result	arm	armexpg4.svg	8	check	fuzzy-local-name	92.5	4,1 Rectangular_composite_suface_transition_locator	Shape_data_quality_inspection_result_arm.Rectangular_composite_surface_transition_locator
shape_data_quality_inspection_result	arm	armexpg5.svg	1	check	fuzzy-local-name	90.1	2.9b_spline_or_rectangular_composite_suface_select	Shape_data_quality_inspection_result_arm.b_spline_or_rectangular_composite_surface_select
shape_data_quality_inspection_result	arm	armexpg5.svg	8	check	qualified-fuzzy	96.3	B spline geometry arm.B _spline suface	B_spline_geometry_arm.B_spline_surface
shape_data_quality_inspection_result	arm	armexpg5.svg	13	check	qualified-fuzzy	95.2	Basic geometric _topology arm.Face suface	Basic_geometric_topology_arm.Face_surface
shape_data_quality_inspection_result	arm	armexpg5.svg	16	check	fuzzy-local-name	92.7	surface_boundary_typei	Shape_data_quality_inspection_result_arm.surface_boundary_type
shape_data_quality_inspection_result	arm	armexpg5.svg	17	check	fuzzy-local-name	86.7	u_or v parameteri	Shape_data_quality_inspection_result_arm.u_or_v_parameter
shape_data_quality_inspection_result	arm	armexpg5.svg	18	check	fuzzy-local-name	94.5	*Rectangular_composite_suface_transition_locator	Shape_data_quality_inspection_result_arm.Rectangular_composite_surface_transition_locator
shape_data_quality_inspection_result	mim	mimexpg1.svg	6	check	fuzzy-local-schema	90.0	Composite_sutface_mim	Composite_surface_mim.short_listing
shape_data_quality_inspection_result	mim	mimexpg1.svg	10	check	fuzzy-local-schema	85.7	Product_data_quality_inspection_resut_nn	Product_data_quality_inspection_result_mim.short_listing
shape_feature	arm	armexpg1.svg	1	check	fuzzy-local-schema	91.8	Contextual _shape positioning amm	Contextual_shape_positioning_arm.required_am_arms
shape_feature	arm	armexpg1.svg	2	check	fuzzy-local-schema	87.5	Shape feature amm	Shape_feature_arm.required_am_arms
shape_feature	arm	armexpg1.svg	3	check	fuzzy-local-schema	90.9	Property assignment amm	Property_assignment_arm.required_am_arms
shape_feature	arm	armexpg1.svg	4	check	fuzzy-local-schema	92.0	Characterizable_object amm	Characterizable_object_arm.required_am_arms
shape_feature	arm	armexpg1.svg	5	check	fuzzy-local-schema	89.5	Support resource amm	Support_resource_arm.required_am_arms
shape_feature	arm	armexpg2.svg	1	check	fuzzy-local-name	92.5	ishape feature_definition _or _element	Shape_feature_arm.shape_feature_definition_or_element
shape_feature	arm	armexpg2.svg	2	check	fuzzy-local-name	92.1	isf assigned_shape property_select	Shape_feature_arm.sf_assigned_shape_property_select
shape_feature	arm	armexpg2.svg	3	check	fuzzy-local-name	92.9	isf_property_assignment_select	Shape_feature_arm.sf_property_assignment_select
shape_feature	arm	armexpg2.svg	5	check	fuzzy-local-name	90.9	isf shapeable_ item	Shape_feature_arm.sf_shapeable_item
shape_feature	arm	armexpg2.svg	6	check	fuzzy-local-name	93.9	isf represented definition	Shape_feature_arm.sf_represented_definition
shape_feature	arm	armexpg2.svg	7	check	fuzzy-local-concat	94.6	Characterizable_object_amm Characterizable object	Characterizable_object_arm.Characterizable_object
shape_feature	arm	armexpg2.svg	8	check	fuzzy-local-concat	94.6	Characterizable_object_ammCharacterizable_object	Characterizable_object_arm.Characterizable_object
shape_feature	arm	armexpg2.svg	9	check	fuzzy-local-name	70.8	Shape_property_assignment_amm shapeable_item	Property_assignment_arm.property_assignment_select
shape_feature	arm	armexpg2.svg	10	check	fuzzy-local-concat	93.6	Support resource _amlabel	Support_resource_arm.label
shape_feature	arm	armexpg2.svg	11	check	fuzzy-local-name	71.9	Shape property_assignment ammShape _element	Property_assignment_arm.property_assignment_select
shape_feature	arm	armexpg2.svg	12	check	fuzzy-local-concat	77.4	Shape_property_assignment_amm assigned _shape property select	Property_assignment_arm.Assigned_property
shape_feature	arm	armexpg2.svg	13	check	fuzzy-local-name	71.9	Shape property assignment amm Shape element	Property_assignment_arm.property_assignment_select
shape_feature	arm	armexpg2.svg	14	check	fuzzy-local-concat	94.3	Property_assignment_amm represented_definition	Property_assignment_arm.represented_definition
shape_feature	arm	armexpg2.svg	15	check	fuzzy-local-concat	91.3	Support resource ammtext	Support_resource_arm.text
shape_feature	arm	armexpg2.svg	16	check	fuzzy-local-concat	70.5	Shape_ property_assignment_amm Shape_element_relationship	Property_assignment_arm.Property_definition_relationship
shape_feature	arm	armexpg2.svg	17	check	fuzzy-local-concat	93.6	Property_assignment_amm property_assignment_select	Property_assignment_arm.property_assignment_select
shape_feature	arm	armexpg2.svg	24	check	fuzzy-local-name	92.7	Shape feature_deffinition occurence element	Shape_feature_arm.Shape_feature_definition_occurrence_element
shape_feature	arm	armexpg2.svg	26	check	fuzzy-local-name	94.3	Shape_feature_definition occurence_element_relationship	Shape_feature_arm.Shape_feature_definition_occurrence_element_relationship
shape_feature	mim	mimexpg2.svg	8	check	fuzzy-local-concat	93.8	product_property_definition _schena. shape _aspect_relationship	product_property_definition_schema.shape_aspect_relationship
shape_parameters	arm	armexpg1.svg	1	check	fuzzy-local-schema	89.5	Shape _parameters_amm	Shape_parameters_arm.required_am_arms
shape_parameters	arm	armexpg2.svg	1	check	fuzzy-local-name	88.9	i(Ex)physical_unit_shape_model_select	Shape_parameters_arm.physical_unit_shape_model_select
shape_parameters	arm	armexpg2.svg	4	check	fuzzy-local-name	89.8	(EX9 application_environmenti	Shape_parameters_arm.application_environment
